Restaurant Name,City,Locality,Average_Cost_USD,Currency,Price range,Votes,Has Table booking,Has Online delivery,Cuisine_Count,Aggregate rating
L'amandier,Chennai,RA Puram,14.4,Indian Rupees(Rs.),3,1607,1,1,3,4.3
Palmshore,Chennai,Ramapuram,10.200000000000001,Indian Rupees(Rs.),2,645,1,1,4,4.4
Palmshore,Chennai,Santhome,10.200000000000001,Indian Rupees(Rs.),2,742,1,1,4,4.3
Basil With A Twist,Chennai,T. Nagar,18.0,Indian Rupees(Rs.),3,1210,1,1,7,4.5
Barbeque Nation,Chennai,T. Nagar,24.0,Indian Rupees(Rs.),4,3848,0,0,2,4.4
AB's - Absolute Barbecues,Chennai,Velachery,19.2,Indian Rupees(Rs.),3,859,0,0,3,4.9
Coal Barbecues,Chennai,Velachery,16.8,Indian Rupees(Rs.),3,1267,0,0,4,4.6
Pind,Chennai,Velachery,10.8,Indian Rupees(Rs.),2,2272,1,0,2,4.0
Kuchi n Kream,Coimbatore,Gandhipuram,9.6,Indian Rupees(Rs.),3,202,0,1,3,4.6
Haribhavanam Hotel,Coimbatore,Peelamedu,7.2,Indian Rupees(Rs.),2,318,0,0,3,3.9
Kites Cafe,Coimbatore,Peelamedu,4.8,Indian Rupees(Rs.),2,124,0,1,1,3.8
Zucca Pizzeria,Coimbatore,Peelamedu,7.2,Indian Rupees(Rs.),2,274,0,1,1,3.5
Burger Ka Baap,Coimbatore,Peelamedu,6.0,Indian Rupees(Rs.),2,147,0,0,1,4.3
The Cascade Restaurant,Coimbatore,Peelamedu,14.4,Indian Rupees(Rs.),3,243,0,1,1,4.1
24 Plus Cafe & Restaurant,Coimbatore,Podanur,5.4,Indian Rupees(Rs.),2,24,0,0,4,3.8
Valarmathi Kongunaatu Samayal,Coimbatore,Race Course,4.2,Indian Rupees(Rs.),2,380,0,0,2,4.5
Bird On Tree,Coimbatore,Race Course,14.4,Indian Rupees(Rs.),3,221,0,0,5,3.8
Tim's Bistro,Coimbatore,Race Course,8.4,Indian Rupees(Rs.),2,85,0,1,2,3.9
Batlivala & Khanabhoy,Coimbatore,Race Course,14.4,Indian Rupees(Rs.),3,40,0,0,2,4.2
Cafe Totaram,Coimbatore,Race Course,7.2,Indian Rupees(Rs.),2,132,0,1,2,4.0
Cream Centre,Coimbatore,Race Course,12.0,Indian Rupees(Rs.),3,203,0,0,4,4.0
On The Go,Coimbatore,Race Course,18.0,Indian Rupees(Rs.),4,215,0,0,3,4.0
Sree Annapoorna,Coimbatore,RS Puram,4.8,Indian Rupees(Rs.),2,225,0,0,3,4.3
That's Y Food,Coimbatore,RS Puram,16.8,Indian Rupees(Rs.),3,299,0,0,2,4.2
CakeBee,Coimbatore,Saibaba Colony,4.2,Indian Rupees(Rs.),2,200,0,1,2,4.9
Yari,Coimbatore,Saibaba Colony,8.4,Indian Rupees(Rs.),2,221,0,0,3,4.2
Cream Stone,Coimbatore,"SMS Hotel, Peelamedu",3.6,Indian Rupees(Rs.),1,161,0,0,2,4.3
Barbeque Nation,Coimbatore,Town Hall,16.8,Indian Rupees(Rs.),3,505,0,0,3,4.4
The Punjabi Essence Restaurant,Dehradun,Chukkuwala,9.6,Indian Rupees(Rs.),3,102,0,0,2,3.6
Tirupati Restaurant,Dehradun,Chukkuwala,6.0,Indian Rupees(Rs.),3,115,0,0,3,3.8
Anandam,Dehradun,Hathibarkala Salwala,7.8,Indian Rupees(Rs.),3,141,0,0,6,3.9
Town Table Restaurant,Dehradun,Hathibarkala Salwala,12.0,Indian Rupees(Rs.),4,173,0,0,3,3.9
Kalsang Friends Corner,Dehradun,Hathibarkala Salwala,9.0,Indian Rupees(Rs.),3,406,0,0,3,4.2
The Great Indian Pub,Dehradun,Jakhan,18.0,Indian Rupees(Rs.),4,50,0,0,1,4.9
BMG - All Day Dining,Dehradun,Jakhan,0.0,Indian Rupees(Rs.),1,63,0,0,3,4.3
Punjab Grill,Dehradun,Jakhan,15.0,Indian Rupees(Rs.),4,98,0,0,2,4.0
TBistro,Dehradun,Karanpur,6.6000000000000005,Indian Rupees(Rs.),3,230,0,0,2,3.8
Y Cafe & Restaurant,Dehradun,Karanpur,6.0,Indian Rupees(Rs.),3,94,0,0,1,4.0
Eddie's Patisserie,Dehradun,Krishna Nagar,4.2,Indian Rupees(Rs.),2,64,0,0,1,4.1
First Gear Cafe,Dehradun,Malsi,8.4,Indian Rupees(Rs.),3,131,0,0,2,3.9
Dunkin Donuts,Dehradun,"Pacific Mall, Jakhan",7.2,Indian Rupees(Rs.),3,101,0,0,2,3.9
Doon Darbar,Dehradun,Paltan Bazaar,7.2,Indian Rupees(Rs.),3,121,0,0,2,3.9
Razzmatazz,Dehradun,Race Course,4.8,Indian Rupees(Rs.),2,39,0,0,1,3.9
Barbeque Nation,Dehradun,Rajpur,19.2,Indian Rupees(Rs.),4,66,0,0,4,4.4
Black Pepper Restaurant,Dehradun,Rajpur,14.4,Indian Rupees(Rs.),4,175,0,0,2,4.0
Cafe Marigold,Dehradun,Rajpur,6.0,Indian Rupees(Rs.),3,104,0,0,3,4.1
Jalapenos,Dehradun,Rajpur,6.0,Indian Rupees(Rs.),3,68,0,0,2,4.2
Kalsang AMA Cafe,Dehradun,Rajpur,7.2,Indian Rupees(Rs.),3,89,0,0,1,4.2
Desire Foods,Faridabad,Badarpur Border,3.0,Indian Rupees(Rs.),1,4,0,0,3,2.9
Knight Rock,Faridabad,Badarpur Border,6.0,Indian Rupees(Rs.),2,16,0,0,2,2.8
Punjab Restaurant,Faridabad,Badarpur Border,1.8,Indian Rupees(Rs.),1,8,0,0,1,2.8
Raju Dhaba,Faridabad,Badarpur Border,1.8,Indian Rupees(Rs.),1,8,0,0,1,2.9
Rakheja Bakery,Faridabad,Badarpur Border,1.2,Indian Rupees(Rs.),1,7,0,0,1,2.8
Snax Points,Faridabad,Badarpur Border,3.6,Indian Rupees(Rs.),1,4,0,0,3,3.0
Cafe And More,Faridabad,Charmwood Village,3.6,Indian Rupees(Rs.),1,4,0,0,2,2.9
Green Chick Chop,Faridabad,Charmwood Village,4.2,Indian Rupees(Rs.),1,7,0,0,3,3.0
Kolkata Hot Kathi Rolls,Faridabad,Charmwood Village,3.6,Indian Rupees(Rs.),1,11,0,0,2,2.9
Kebab Xpress,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",7.2,Indian Rupees(Rs.),2,49,0,1,2,2.8
McDonald's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",6.0,Indian Rupees(Rs.),2,58,0,0,2,3.4
Suruchi,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",8.4,Indian Rupees(Rs.),2,233,0,0,4,3.4
Berco's,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",13.200000000000001,Indian Rupees(Rs.),3,508,0,1,2,3.8
Dunkin' Donuts,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",7.2,Indian Rupees(Rs.),2,98,0,1,3,3.6
The Chocolate Room,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",10.8,Indian Rupees(Rs.),2,59,0,1,2,3.6
KFC,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",6.0,Indian Rupees(Rs.),2,57,0,1,3,2.1
Barbeque Nation,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",19.2,Indian Rupees(Rs.),3,299,0,0,1,4.0
Yo! China,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",15.6,Indian Rupees(Rs.),3,239,0,1,1,4.1
Giani's,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",4.8,Indian Rupees(Rs.),1,16,0,0,2,3.2
Momo-Cha,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",2.4,Indian Rupees(Rs.),1,16,0,1,1,2.7
Shree Rathnam,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",9.6,Indian Rupees(Rs.),2,48,0,1,3,3.4
Mirage Restro Bar,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",12.0,Indian Rupees(Rs.),3,25,1,0,2,2.4
Gelato Vinto,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",3.0,Indian Rupees(Rs.),1,12,0,0,2,2.8
Cakes 'n Bakes - Park Plaza,Faridabad,"Park Plaza, Sector 21, Faridabad",12.0,Indian Rupees(Rs.),3,15,0,0,1,3.0
Cafe Bite,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",6.0,Indian Rupees(Rs.),2,19,0,0,1,3.2
Cafe Light,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",6.0,Indian Rupees(Rs.),2,8,0,0,3,2.8
Momo-Cha,Faridabad,Sector 10,5.4,Indian Rupees(Rs.),1,20,0,0,2,2.8
Oregano India,Faridabad,Sector 10,6.0,Indian Rupees(Rs.),2,11,0,0,3,3.1
Sagar Bakery,Faridabad,Sector 10,1.8,Indian Rupees(Rs.),1,11,0,0,1,3.0
Smugglers,Faridabad,Sector 10,5.4,Indian Rupees(Rs.),1,7,0,1,1,3.1
Welcome,Faridabad,Sector 10,8.4,Indian Rupees(Rs.),2,13,1,0,2,2.9
Chimney,Faridabad,Sector 11,9.6,Indian Rupees(Rs.),2,25,1,1,3,3.3
Chopstick,Faridabad,Sector 11,3.6,Indian Rupees(Rs.),1,22,0,0,1,3.0
Hot & Tasty Chinese Food,Faridabad,Sector 11,5.4,Indian Rupees(Rs.),1,26,0,0,2,2.6
Sanjha Chulha,Faridabad,Sector 11,8.4,Indian Rupees(Rs.),2,16,0,1,2,2.9
Frontier,Faridabad,Sector 12,2.4,Indian Rupees(Rs.),1,7,0,0,1,2.9
Oxy Lounge,Faridabad,Sector 12,18.0,Indian Rupees(Rs.),3,28,1,1,3,3.1
Al Bake,Faridabad,Sector 15,7.2,Indian Rupees(Rs.),2,31,0,1,2,3.2
Anupam Sweet,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,70,0,0,5,3.4
Cafe Coffee Day,Faridabad,Sector 15,5.4,Indian Rupees(Rs.),1,67,0,0,1,3.3
Chicago Pizza,Faridabad,Sector 15,7.2,Indian Rupees(Rs.),2,35,0,0,1,2.7
Crispy Crust,Faridabad,Sector 15,6.0,Indian Rupees(Rs.),2,22,0,1,3,3.4
Frontier,Faridabad,Sector 15,2.4,Indian Rupees(Rs.),1,17,0,0,1,3.3
Gulab,Faridabad,Sector 15,7.2,Indian Rupees(Rs.),2,39,0,1,5,2.6
Hunger Cure Express,Faridabad,Sector 15,6.0,Indian Rupees(Rs.),2,35,0,0,2,3.3
Maitre Patissier,Faridabad,Sector 15,6.0,Indian Rupees(Rs.),2,35,0,0,1,3.4
Momo-Cha,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,32,0,0,2,2.7
Nirula's,Faridabad,Sector 15,11.4,Indian Rupees(Rs.),2,14,0,0,4,2.6
The Grub House,Faridabad,Sector 15,7.2,Indian Rupees(Rs.),2,17,0,0,4,2.7
Twenty Four Seven,Faridabad,Sector 15,3.6,Indian Rupees(Rs.),1,35,0,0,2,3.4
Cafe Parmesan,Faridabad,Sector 15,12.0,Indian Rupees(Rs.),3,799,0,0,1,4.5
Briosca,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,62,0,1,2,3.6
Burger Point,Faridabad,Sector 15,3.6,Indian Rupees(Rs.),1,24,0,1,2,3.5
Cafe Grub Up,Faridabad,Sector 15,10.8,Indian Rupees(Rs.),2,134,1,0,5,3.8
Cakes At Bhawanas,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,26,0,0,1,3.5
Chaudhary Bhojnalaya,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,93,0,0,1,3.6
Chickenette,Faridabad,Sector 15,7.8,Indian Rupees(Rs.),2,280,0,0,4,3.7
Giani,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,70,0,0,2,3.6
Green Chick Chop,Faridabad,Sector 15,4.2,Indian Rupees(Rs.),1,31,0,0,3,3.5
Hash Stix,Faridabad,Sector 15,3.0,Indian Rupees(Rs.),1,25,0,0,1,3.6
Juice On Go,Faridabad,Sector 15,1.8,Indian Rupees(Rs.),1,18,0,0,2,3.5
Keventers,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,27,0,0,1,3.6
MD's Kebabs & Curries,Faridabad,Sector 15,9.0,Indian Rupees(Rs.),2,27,0,1,3,3.8
Perfect Bake,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,39,0,0,2,3.5
Perfect Bake,Faridabad,Sector 15,4.8,Indian Rupees(Rs.),1,126,0,0,2,3.6
Sethi's Delicacy,Faridabad,Sector 15,1.8,Indian Rupees(Rs.),1,75,0,0,2,3.8
Subway,Faridabad,Sector 15,6.0,Indian Rupees(Rs.),2,143,0,0,4,3.5
Cafí© Bogchi,Faridabad,Sector 15,7.8,Indian Rupees(Rs.),2,153,0,1,4,4.1
Ashoka Restaurant,Faridabad,Sector 16,4.8,Indian Rupees(Rs.),1,43,0,0,1,2.9
Baskin Robbins,Faridabad,Sector 16,3.6,Indian Rupees(Rs.),1,4,0,1,1,2.9
China Hot Pot,Faridabad,Sector 16,4.8,Indian Rupees(Rs.),1,25,0,0,2,2.5
Handi Chhadeyan Di,Faridabad,Sector 16,4.8,Indian Rupees(Rs.),1,26,0,0,1,3.1
Hungrill,Faridabad,Sector 16,6.0,Indian Rupees(Rs.),2,4,0,0,3,3.0
Kant Khana Khazana,Faridabad,Sector 16,3.0,Indian Rupees(Rs.),1,22,0,0,1,3.4
Open Yard,Faridabad,Sector 16,9.6,Indian Rupees(Rs.),2,14,1,0,3,3.3
Recipe Badshah,Faridabad,Sector 16,3.6,Indian Rupees(Rs.),1,8,0,0,1,3.1
The Chai Cafe,Faridabad,Sector 16,4.8,Indian Rupees(Rs.),1,8,0,0,2,3.1
Eat N Treat,Faridabad,Sector 17,4.8,Indian Rupees(Rs.),1,20,0,0,2,2.8
Hotel Ekant,Faridabad,Sector 17,8.4,Indian Rupees(Rs.),2,39,0,0,3,2.7
Momo-Cha,Faridabad,Sector 17,7.2,Indian Rupees(Rs.),2,56,0,1,2,2.7
Paradise Inn,Faridabad,Sector 17,6.0,Indian Rupees(Rs.),2,43,0,0,3,2.7
Red Chilli,Faridabad,Sector 17,3.6,Indian Rupees(Rs.),1,9,0,0,1,2.8
Shiv Restaurant,Faridabad,Sector 17,4.8,Indian Rupees(Rs.),1,20,0,0,1,2.7
Sohan Sweets & Namkeen,Faridabad,Sector 17,1.2,Indian Rupees(Rs.),1,41,0,0,1,3.2
The Binge Box Cafe,Faridabad,Sector 17,6.0,Indian Rupees(Rs.),2,18,0,0,1,3.4
Tmos Moving Feast,Faridabad,Sector 17,8.4,Indian Rupees(Rs.),2,76,0,1,2,3.3
Parkash Dhaba,Faridabad,Sector 19,2.4,Indian Rupees(Rs.),1,6,0,0,2,3.0
Sanjha Chulha,Faridabad,Sector 19,8.4,Indian Rupees(Rs.),2,219,0,1,2,3.3
Hareram Bikanerzaika,Faridabad,Sector 21,2.4,Indian Rupees(Rs.),1,11,0,0,2,2.8
Kulcha Paaji,Faridabad,Sector 21,1.2,Indian Rupees(Rs.),1,12,0,0,1,3.1
Shree Bikaner Misthan Bhandar,Faridabad,Sector 21,4.2,Indian Rupees(Rs.),1,13,0,0,3,2.8
"The Hub - Gourmet, Bakers & More",Faridabad,Sector 21,2.4,Indian Rupees(Rs.),1,7,0,0,2,3.0
Funk House Cafe,Faridabad,Sector 28,7.8,Indian Rupees(Rs.),2,15,0,1,3,2.6
Shiksha Fast Food,Faridabad,Sector 28,2.4,Indian Rupees(Rs.),1,5,0,0,2,2.9
Lalit Kathi Rolls Momos,Faridabad,Sector 29,1.2,Indian Rupees(Rs.),1,9,0,0,1,3.1
Butter & Grace,Faridabad,Sector 31,8.4,Indian Rupees(Rs.),2,7,0,1,4,3.1
Green Chick Chop,Faridabad,Sector 31,4.2,Indian Rupees(Rs.),1,9,0,0,3,3.1
Snacks Bar,Faridabad,Sector 31,4.2,Indian Rupees(Rs.),1,4,0,0,1,2.9
Anupama Sweets & Family Restaurant,Faridabad,Sector 34,4.8,Indian Rupees(Rs.),1,28,0,1,5,2.7
Shree Rathnam,Faridabad,Sector 34,9.6,Indian Rupees(Rs.),2,29,0,0,3,2.7
Desi Tadka,Faridabad,Sector 37,6.0,Indian Rupees(Rs.),2,6,0,0,3,3.0
Destination Live,Faridabad,Sector 37,6.0,Indian Rupees(Rs.),2,12,1,0,3,3.3
Kay's Bake Land,Faridabad,Sector 37,1.8,Indian Rupees(Rs.),1,19,0,0,2,3.1
Kay's Food Land,Faridabad,Sector 37,1.2,Indian Rupees(Rs.),1,14,0,0,2,3.1
Laziz Restaurant,Faridabad,Sector 37,7.2,Indian Rupees(Rs.),2,11,0,0,2,2.8
Le Chef Restro Bar,Faridabad,Sector 37,12.0,Indian Rupees(Rs.),3,70,1,0,2,2.7
Republic of Chicken,Faridabad,Sector 37,4.8,Indian Rupees(Rs.),1,18,0,0,2,3.1
Tanishka Restaurant & Caterers,Faridabad,Sector 37,3.6,Indian Rupees(Rs.),1,14,0,0,2,2.9
The Tandoori Times,Faridabad,Sector 37,6.0,Indian Rupees(Rs.),2,48,0,0,1,2.7
Twist of Italy,Faridabad,Sector 37,4.2,Indian Rupees(Rs.),1,52,0,0,2,3.6
Cravings,Faridabad,Sector 41,6.0,Indian Rupees(Rs.),2,4,0,0,3,3.0
Domino's Pizza,Faridabad,Sector 43,8.4,Indian Rupees(Rs.),2,10,0,0,2,2.9
Green Chick Chop,Faridabad,Sector 43,4.2,Indian Rupees(Rs.),1,5,0,0,3,3.1
Punjabi Culture,Faridabad,Sector 43,6.0,Indian Rupees(Rs.),2,4,0,0,2,2.9
Three Olives,Faridabad,Sector 43,6.6000000000000005,Indian Rupees(Rs.),2,4,0,0,2,2.9
Hunger Cure,Faridabad,Sector 46,8.4,Indian Rupees(Rs.),2,47,0,0,2,3.2
Sanjha Chulha,Faridabad,Sector 46,8.4,Indian Rupees(Rs.),2,79,0,1,2,2.5
Queens Cakes,Faridabad,Sector 46,2.4,Indian Rupees(Rs.),1,29,0,0,1,3.5
Invitation Restaurant,Faridabad,Sector 7,6.0,Indian Rupees(Rs.),2,17,0,1,4,2.7
Kaushik Bakery,Faridabad,Sector 7,2.4,Indian Rupees(Rs.),1,9,0,0,1,3.0
Rama Vaishnav Bhojnalaya,Faridabad,Sector 7,3.0,Indian Rupees(Rs.),1,7,0,0,2,3.0
Shiv Saras Vyanjan,Faridabad,Sector 7,1.2,Indian Rupees(Rs.),1,5,0,0,1,2.9
Shree Bikaner Misthan Bhandar,Faridabad,Sector 7,3.6,Indian Rupees(Rs.),1,8,0,0,5,3.0
Shree Bikaner Misthan Bhandar,Faridabad,Sector 7,1.8,Indian Rupees(Rs.),1,15,0,0,2,3.1
Standard Family Restaurant,Faridabad,Sector 7,5.4,Indian Rupees(Rs.),1,16,0,0,1,2.9
The Hunger End,Faridabad,Sector 7,6.0,Indian Rupees(Rs.),2,4,0,0,2,3.0
Anupam Sweets & Restaurant,Faridabad,Sector 86,5.4,Indian Rupees(Rs.),1,10,0,1,3,3.0
Caramel,Faridabad,Sector 86,7.2,Indian Rupees(Rs.),2,9,0,0,3,2.9
Chaska Restaurant,Faridabad,Sector 86,7.8,Indian Rupees(Rs.),2,24,0,0,2,3.2
Club Pizzeria,Faridabad,Sector 86,6.6000000000000005,Indian Rupees(Rs.),2,19,0,1,1,3.4
Gupha,Faridabad,Sector 86,6.0,Indian Rupees(Rs.),2,8,0,0,2,2.9
Indian Gourmet,Faridabad,Sector 86,5.4,Indian Rupees(Rs.),1,8,0,0,3,3.0
Tandoori Zaaika's,Faridabad,Sector 86,6.0,Indian Rupees(Rs.),2,39,0,1,2,3.2
TCD Cake & Bake,Faridabad,Sector 86,3.6,Indian Rupees(Rs.),1,10,0,0,2,3.1
The Grill Darbar,Faridabad,Sector 86,6.0,Indian Rupees(Rs.),2,17,0,0,3,3.3
Urban Cuisine,Faridabad,Sector 86,6.0,Indian Rupees(Rs.),2,37,0,1,3,3.4
Mister Mughal,Faridabad,Sector 86,7.2,Indian Rupees(Rs.),2,33,0,1,1,3.5
The Hub,Faridabad,Sector 9,2.4,Indian Rupees(Rs.),1,9,0,0,2,3.1
Aggarwal Sweets Centre,Faridabad,Suraj Kund,1.2,Indian Rupees(Rs.),1,4,0,0,3,2.9
Bawarchi,Faridabad,Suraj Kund,6.6000000000000005,Indian Rupees(Rs.),2,14,0,0,3,3.0
D ART of Flavour,Faridabad,Suraj Kund,6.0,Indian Rupees(Rs.),2,13,0,0,2,2.8
Italia Cafe by Aura,Faridabad,Suraj Kund,4.8,Indian Rupees(Rs.),1,5,0,0,2,2.8
Pizza Street,Faridabad,Suraj Kund,6.6000000000000005,Indian Rupees(Rs.),2,12,0,1,2,2.6
